Geography,Age group,Sex,ph_fair_poor_2021,ph_very_good_2021,pls_high_stress_2021,pmh_fair_poor_2021,pmh_very_good_2021,ph_fair_poor_2022,ph_very_good_2022,pls_high_stress_2022,pmh_fair_poor_2022,pmh_very_good_2022
Canada (excluding territories) 3,"Total, 12 years and over",Both sexes,3702600.0,19416200.0,6605100.0,3713700.0,18653600.0,4547600.0,18245600.0,7171800.0,4689600.0,17887000.0
